,open,high,low,close,volume
2024-01-25,189.7,193.0,180.06,182.63,198076787.0
2024-01-24,211.88,212.73,206.77,207.83,112930989.0
2024-01-23,211.3,215.65,207.7516,209.14,106605946.0
2024-01-22,212.26,217.8,206.27,208.8,117952527.0
2024-01-19,209.99,213.19,207.56,212.19,102260343.0
2024-01-18,216.88,217.45,208.74,211.88,108595431.0
2024-01-17,214.86,215.67,212.01,215.55,103164400.0
2024-01-16,215.1,223.49,212.18,219.91,115355046.0
2024-01-12,220.08,225.34,217.1501,218.89,123043812.0
2024-01-11,230.57,230.93,225.37,227.22,105873612.0
2024-01-10,235.1,235.5,231.29,233.94,91628502.0
2024-01-09,238.11,238.9646,232.04,234.96,96705664.0
